# Generated at 2024-04-22 01:10:24 (12:00) by AQUARIUS Time-Series 23.2.146.0
# UTC+12
# Period Selected: Entire Record
#
# Comment: Daily summation in general
# Description: daily_sum.json
# ReportTitle: Rainfall.Master@EN359
# 29fd19ef-7b23-461b-b50d-cb133abfc720 Rainfall.Master@EN359: Sum (1 Day)
#
# CSV data starts at line 12
#
TimeStamp,Rainfall@EN359
1978-01-18 00:00:00,0
1978-01-19 00:00:00,0
1978-01-20 00:00:00,0
1978-01-21 00:00:00,0
1978-01-22 00:00:00,0
1978-01-23 00:00:00,0
1978-01-24 00:00:00,0
1978-01-25 00:00:00,0
1978-01-26 00:00:00,0
1978-01-27 00:00:00,0.524
1978-01-28 00:00:00,0
1978-01-29 00:00:00,0
1978-01-30 00:00:00,1.572
1978-01-31 00:00:00,0
1978-02-01 00:00:00,0
1978-02-02 00:00:00,0
1978-02-03 00:00:00,0
1978-02-04 00:00:00,10.477
1978-02-05 00:00:00,0
1978-02-06 00:00:00,0
1978-02-07 00:00:00,0
1978-02-08 00:00:00,0
1978-02-09 00:00:00,0
1978-02-10 00:00:00,0
1978-02-11 00:00:00,0
1978-02-12 00:00:00,0
1978-02-13 00:00:00,0
1978-02-14 00:00:00,0
1978-02-15 00:00:00,0
1978-02-16 00:00:00,2.62
1978-02-17 00:00:00,0
1978-02-18 00:00:00,0
1978-02-19 00:00:00,0
1978-02-20 00:00:00,0
1978-02-21 00:00:00,0
1978-02-22 00:00:00,0
1978-02-23 00:00:00,45.58
1978-02-24 00:00:00,0
1978-02-25 00:00:00,0
1978-02-26 00:00:00,0
1978-02-27 00:00:00,0
1978-02-28 00:00:00,0
1978-03-01 00:00:00,0
1978-03-02 00:00:00,0
1978-03-03 00:00:00,2.62
1978-03-04 00:00:00,2.62
1978-03-05 00:00:00,0
1978-03-06 00:00:00,0
1978-03-07 00:00:00,0
1978-03-08 00:00:00,0
1978-03-09 00:00:00,0
1978-03-10 00:00:00,0
1978-03-11 00:00:00,0
1978-03-12 00:00:00,0
1978-03-13 00:00:00,0
1978-03-14 00:00:00,0
1978-03-15 00:00:00,0
1978-03-16 00:00:00,0
1978-03-17 00:00:00,0
1978-03-18 00:00:00,0
1978-03-19 00:00:00,11.546
1978-03-20 00:00:00,0.444
1978-03-21 00:00:00,0
1978-03-22 00:00:00,0
1978-03-23 00:00:00,0
1978-03-24 00:00:00,4.93
1978-03-25 00:00:00,0.986
1978-03-26 00:00:00,0
1978-03-27 00:00:00,0.8394694443075
1978-03-28 00:00:00,43.5135305555556
1978-03-29 00:00:00,18.24
1978-03-30 00:00:00,0
1978-03-31 00:00:00,0
1978-04-01 00:00:00,6.899
1978-04-02 00:00:00,21.687
1978-04-03 00:00:00,0.986
1978-04-04 00:00:00,0.493
1978-04-05 00:00:00,0.493
1978-04-06 00:00:00,0
1978-04-07 00:00:00,0
1978-04-08 00:00:00,0
1978-04-09 00:00:00,0
1978-04-10 00:00:00,0
1978-04-11 00:00:00,0
1978-04-12 00:00:00,0
1978-04-13 00:00:00,0
1978-04-14 00:00:00,1
1978-04-15 00:00:00,8.5
1978-04-16 00:00:00,0
1978-04-17 00:00:00,0
1978-04-18 00:00:00,0
1978-04-19 00:00:00,0
1978-04-20 00:00:00,0
1978-04-21 00:00:00,0
1978-04-22 00:00:00,2
1978-04-23 00:00:00,0.5
1978-04-24 00:00:00,0
1978-04-25 00:00:00,0
1978-04-26 00:00:00,0
1978-04-27 00:00:00,0
1978-04-28 00:00:00,0
1978-04-29 00:00:00,0
1978-04-30 00:00:00,0
1978-05-01 00:00:00,3.786
1978-05-02 00:00:00,5.048
1978-05-03 00:00:00,0
1978-05-04 00:00:00,0.631
1978-05-05 00:00:00,1.67565555538028
1978-05-06 00:00:00,2.11034444444444
1978-05-07 00:00:00,5.048
1978-05-08 00:00:00,0
1978-05-09 00:00:00,0
1978-05-10 00:00:00,0
1978-05-11 00:00:00,0
1978-05-12 00:00:00,24.1918388887136
1978-05-13 00:00:00,41.4331611111111
1978-05-14 00:00:00,4.417
1978-05-15 00:00:00,12.621
1978-05-16 00:00:00,0
1978-05-17 00:00:00,0
1978-05-18 00:00:00,0
1978-05-19 00:00:00,0
1978-05-20 00:00:00,0.671403197156601
1978-05-21 00:00:00,1.27886323268058
1978-05-22 00:00:00,1.27886323268058
1978-05-23 00:00:00,1.27886323268058
1978-05-24 00:00:00,1.27886323268058
1978-05-25 00:00:00,1.27886323268058
1978-05-26 00:00:00,1.27886323268058
1978-05-27 00:00:00,0.655417406749557
1978-05-28 00:00:00,0
1978-05-29 00:00:00,0
1978-05-30 00:00:00,0.503
1978-05-31 00:00:00,26.153
1978-06-01 00:00:00,59.838
1978-06-02 00:00:00,1.006
1978-06-03 00:00:00,0
1978-06-04 00:00:00,0
1978-06-05 00:00:00,0
1978-06-06 00:00:00,0
1978-06-07 00:00:00,0
1978-06-08 00:00:00,0
1978-06-09 00:00:00,8.047
1978-06-10 00:00:00,1.006
1978-06-11 00:00:00,0
1978-06-12 00:00:00,0.503
1978-06-13 00:00:00,0
1978-06-14 00:00:00,0
1978-06-15 00:00:00,0
1978-06-16 00:00:00,0
1978-06-17 00:00:00,0
1978-06-18 00:00:00,0
1978-06-19 00:00:00,0
1978-06-20 00:00:00,0
1978-06-21 00:00:00,0
1978-06-22 00:00:00,0
1978-06-23 00:00:00,0
1978-06-24 00:00:00,0
1978-06-25 00:00:00,0.424
1978-06-26 00:00:00,0
1978-06-27 00:00:00,2.544
1978-06-28 00:00:00,0
1978-06-29 00:00:00,0
1978-06-30 00:00:00,0.424
1978-07-01 00:00:00,5.936
1978-07-02 00:00:00,0.848
1978-07-03 00:00:00,1.696
1978-07-04 00:00:00,0.848
1978-07-05 00:00:00,12.291
1978-07-06 00:00:00,0
1978-07-07 00:00:00,0
1978-07-08 00:00:00,0
1978-07-09 00:00:00,0
1978-07-10 00:00:00,0
1978-07-11 00:00:00,0
1978-07-12 00:00:00,1.5
1978-07-13 00:00:00,0
1978-07-14 00:00:00,1.81125447112811
1978-07-15 00:00:00,1.0117526826764
1978-07-16 00:00:00,1.0117526826764
1978-07-17 00:00:00,1.0117526826764
1978-07-18 00:00:00,1.0117526826764
1978-07-19 00:00:00,1.0117526826764
1978-07-20 00:00:00,1.0117526826764
1978-07-21 00:00:00,1.0117526826764
1978-07-22 00:00:00,1.0117526826764
1978-07-23 00:00:00,1.0117526826764
1978-07-24 00:00:00,1.0117526826764
1978-07-25 00:00:00,1.0117526826764
1978-07-26 00:00:00,1.0117526826764
1978-07-27 00:00:00,1.0117526826764
1978-07-28 00:00:00,1.0117526826764
1978-07-29 00:00:00,1.0117526826764
1978-07-30 00:00:00,1.0117526826764
1978-07-31 00:00:00,1.0117526826764
1978-08-01 00:00:00,1.0117526826764
1978-08-02 00:00:00,1.0117526826764
1978-08-03 00:00:00,1.0117526826764
1978-08-04 00:00:00,1.0117526826764
1978-08-05 00:00:00,0.441939192641797
1978-08-06 00:00:00,0
1978-08-07 00:00:00,0
1978-08-08 00:00:00,0
1978-08-09 00:00:00,0
1978-08-10 00:00:00,0
1978-08-11 00:00:00,28.026
1978-08-12 00:00:00,0
1978-08-13 00:00:00,0
1978-08-14 00:00:00,0
1978-08-15 00:00:00,0
1978-08-16 00:00:00,0
1978-08-17 00:00:00,0
1978-08-18 00:00:00,2.595
1978-08-19 00:00:00,0
1978-08-20 00:00:00,2.595
1978-08-21 00:00:00,0
1978-08-22 00:00:00,0
1978-08-23 00:00:00,0
1978-08-24 00:00:00,17.646
1978-08-25 00:00:00,1.038
1978-08-26 00:00:00,32.9017166665225
1978-08-27 00:00:00,6.02328333333333
1978-08-28 00:00:00,3.114
1978-08-29 00:00:00,1.038
1978-08-30 00:00:00,0
1978-08-31 00:00:00,0
1978-09-01 00:00:00,1.038
1978-09-02 00:00:00,0
1978-09-03 00:00:00,0
1978-09-04 00:00:00,0
1978-09-05 00:00:00,0
1978-09-06 00:00:00,0
1978-09-07 00:00:00,0
1978-09-08 00:00:00,0
1978-09-09 00:00:00,0.809722222083333
1978-09-10 00:00:00,14.1902777777778
1978-09-11 00:00:00,3
1978-09-12 00:00:00,0
1978-09-13 00:00:00,0
1978-09-14 00:00:00,0
1978-09-15 00:00:00,15
1978-09-16 00:00:00,1.5
1978-09-17 00:00:00,0
1978-09-18 00:00:00,0
1978-09-19 00:00:00,1.5
1978-09-20 00:00:00,4.5
1978-09-21 00:00:00,0
1978-09-22 00:00:00,0
1978-09-23 00:00:00,0
1978-09-24 00:00:00,0.5
1978-09-25 00:00:00,6
1978-09-26 00:00:00,0.5
1978-09-27 00:00:00,0
1978-09-28 00:00:00,0
1978-09-29 00:00:00,0
1978-09-30 00:00:00,3.5
1978-10-01 00:00:00,0
1978-10-02 00:00:00,0
1978-10-03 00:00:00,0
1978-10-04 00:00:00,0
1978-10-05 00:00:00,0
1978-10-06 00:00:00,0.5
1978-10-07 00:00:00,2
1978-10-08 00:00:00,0.5
1978-10-09 00:00:00,1
1978-10-10 00:00:00,0
1978-10-11 00:00:00,5.5
1978-10-12 00:00:00,4
1978-10-13 00:00:00,0.502
1978-10-14 00:00:00,54.4272375689222
1978-10-15 00:00:00,53.0177624309393
1978-10-16 00:00:00,3.013
1978-10-17 00:00:00,0
1978-10-18 00:00:00,0
1978-10-19 00:00:00,0
1978-10-20 00:00:00,0
1978-10-21 00:00:00,3.856
1978-10-22 00:00:00,9.158
1978-10-23 00:00:00,3.77834444431056
1978-10-24 00:00:00,2.48765555555556
1978-10-25 00:00:00,0
1978-10-26 00:00:00,0.964
1978-10-27 00:00:00,0
1978-10-28 00:00:00,0
1978-10-29 00:00:00,0
1978-10-30 00:00:00,0
1978-10-31 00:00:00,0
1978-11-01 00:00:00,0
1978-11-02 00:00:00,10.604
1978-11-03 00:00:00,0.482
1978-11-04 00:00:00,0
1978-11-05 00:00:00,1.446
1978-11-06 00:00:00,0.482
1978-11-07 00:00:00,0
1978-11-08 00:00:00,0
1978-11-09 00:00:00,0
1978-11-10 00:00:00,0
1978-11-11 00:00:00,0
1978-11-12 00:00:00,2.892
1978-11-13 00:00:00,2.41
1978-11-14 00:00:00,0.482
1978-11-15 00:00:00,19.279
1978-11-16 00:00:00,9.157
1978-11-17 00:00:00,0
1978-11-18 00:00:00,0
1978-11-19 00:00:00,0
1978-11-20 00:00:00,0
1978-11-21 00:00:00,0
1978-11-22 00:00:00,4.82
1978-11-23 00:00:00,28.4627944443105
1978-11-24 00:00:00,14.9102055555555
1978-11-25 00:00:00,8.675
1978-11-26 00:00:00,0
1978-11-27 00:00:00,0
1978-11-28 00:00:00,0
1978-11-29 00:00:00,0
1978-11-30 00:00:00,0
1978-12-01 00:00:00,0
1978-12-02 00:00:00,2.891
1978-12-03 00:00:00,0.482
1978-12-04 00:00:00,0
1978-12-05 00:00:00,0
1978-12-06 00:00:00,0
1978-12-07 00:00:00,0
1978-12-08 00:00:00,0
1978-12-09 00:00:00,17.831
1978-12-10 00:00:00,5.302
1978-12-11 00:00:00,20.241
1978-12-12 00:00:00,2.892
1978-12-13 00:00:00,1.446
1978-12-14 00:00:00,5.302
1978-12-15 00:00:00,7.23
1978-12-16 00:00:00,0
1978-12-17 00:00:00,0
1978-12-18 00:00:00,0
1978-12-19 00:00:00,0
1978-12-20 00:00:00,0
1978-12-21 00:00:00,0.964
1978-12-22 00:00:00,12.05
1978-12-23 00:00:00,0.482
1978-12-24 00:00:00,2.41
1978-12-25 00:00:00,0
1978-12-26 00:00:00,0
1978-12-27 00:00:00,0
1978-12-28 00:00:00,0
1978-12-29 00:00:00,0
1978-12-30 00:00:00,10.122
1978-12-31 00:00:00,2.891
1979-01-01 00:00:00,0
1979-01-02 00:00:00,0
1979-01-03 00:00:00,6.263
1979-01-04 00:00:00,0
1979-01-05 00:00:00,0
1979-01-06 00:00:00,0
1979-01-07 00:00:00,6.995
1979-01-08 00:00:00,0
1979-01-09 00:00:00,4.304
1979-01-10 00:00:00,0
1979-01-11 00:00:00,10.223
1979-01-12 00:00:00,1.614
1979-01-13 00:00:00,0
1979-01-14 00:00:00,9.146
1979-01-15 00:00:00,0
1979-01-16 00:00:00,2.152
1979-01-17 00:00:00,0
1979-01-18 00:00:00,0
1979-01-19 00:00:00,7.534
1979-01-20 00:00:00,0
1979-01-21 00:00:00,0
1979-01-22 00:00:00,0
1979-01-23 00:00:00,0
1979-01-24 00:00:00,0
1979-01-25 00:00:00,0
1979-01-26 00:00:00,0
1979-01-27 00:00:00,12.359
1979-01-28 00:00:00,92.147
1979-01-29 00:00:00,3.09
1979-01-30 00:00:00,0
1979-01-31 00:00:00,0
1979-02-01 00:00:00,0
1979-02-02 00:00:00,0
1979-02-03 00:00:00,0
1979-02-04 00:00:00,0
1979-02-05 00:00:00,0
1979-02-06 00:00:00,5.15
1979-02-07 00:00:00,0
1979-02-08 00:00:00,0
1979-02-09 00:00:00,0
1979-02-10 00:00:00,1.03
1979-02-11 00:00:00,0
1979-02-12 00:00:00,5.664
1979-02-13 00:00:00,0
1979-02-14 00:00:00,0
1979-02-15 00:00:00,21.626
1979-02-16 00:00:00,0
1979-02-17 00:00:00,33.4363333331989
1979-02-18 00:00:00,8.18766666666667
1979-02-19 00:00:00,0
1979-02-20 00:00:00,2.904
1979-02-21 00:00:00,0.484
1979-02-22 00:00:00,0
1979-02-23 00:00:00,0
1979-02-24 00:00:00,0
1979-02-25 00:00:00,0
1979-02-26 00:00:00,0
1979-02-27 00:00:00,0
1979-02-28 00:00:00,1.53652777761806
1979-03-01 00:00:00,12.2614722222222
1979-03-02 00:00:00,0
1979-03-03 00:00:00,0
1979-03-04 00:00:00,0
1979-03-05 00:00:00,0
1979-03-06 00:00:00,0
1979-03-07 00:00:00,0
1979-03-08 00:00:00,4.6
1979-03-09 00:00:00,1.725
1979-03-10 00:00:00,0
1979-03-11 00:00:00,18.971
1979-03-12 00:00:00,2.875
1979-03-13 00:00:00,0
1979-03-14 00:00:00,3.45
1979-03-15 00:00:00,2.3
1979-03-16 00:00:00,2.3
1979-03-17 00:00:00,0.424
1979-03-18 00:00:00,0
1979-03-19 00:00:00,0
1979-03-20 00:00:00,0
1979-03-21 00:00:00,0
1979-03-22 00:00:00,0
1979-03-23 00:00:00,0
1979-03-24 00:00:00,0
1979-03-25 00:00:00,0
1979-03-26 00:00:00,0
1979-03-27 00:00:00,0
1979-03-28 00:00:00,8.904
1979-03-29 00:00:00,4.664
1979-03-30 00:00:00,0
1979-03-31 00:00:00,0
1979-04-01 00:00:00,0
1979-04-02 00:00:00,0
1979-04-03 00:00:00,0
1979-04-04 00:00:00,0
1979-04-05 00:00:00,0
1979-04-06 00:00:00,0.5
1979-04-07 00:00:00,0
1979-04-08 00:00:00,1.5
1979-04-09 00:00:00,0
1979-04-10 00:00:00,0
1979-04-11 00:00:00,0.5
1979-04-12 00:00:00,2
1979-04-13 00:00:00,23.5
1979-04-14 00:00:00,1
1979-04-15 00:00:00,0
1979-04-16 00:00:00,0
1979-04-17 00:00:00,0
1979-04-18 00:00:00,8
1979-04-19 00:00:00,0
1979-04-20 00:00:00,0
1979-04-21 00:00:00,0
1979-04-22 00:00:00,0
1979-04-23 00:00:00,0
1979-04-24 00:00:00,8.434
1979-04-25 00:00:00,12.3233083330925
1979-04-26 00:00:00,7.20069166666667
1979-04-27 00:00:00,0
1979-04-28 00:00:00,9.978
1979-04-29 00:00:00,0
1979-04-30 00:00:00,0.868
1979-05-01 00:00:00,4.774
1979-05-02 00:00:00,0
1979-05-03 00:00:00,0
1979-05-04 00:00:00,0.434
1979-05-05 00:00:00,21
1979-05-06 00:00:00,6.5
1979-05-07 00:00:00,0
1979-05-08 00:00:00,0.5
1979-05-09 00:00:00,0
1979-05-10 00:00:00,0
1979-05-11 00:00:00,0
1979-05-12 00:00:00,4.5
1979-05-13 00:00:00,10
1979-05-14 00:00:00,0
1979-05-15 00:00:00,4.5
1979-05-16 00:00:00,41
1979-05-17 00:00:00,5
1979-05-18 00:00:00,7
1979-05-19 00:00:00,0
1979-05-20 00:00:00,0
1979-05-21 00:00:00,5
1979-05-22 00:00:00,0
1979-05-23 00:00:00,0
1979-05-24 00:00:00,0
1979-05-25 00:00:00,0.5
1979-05-26 00:00:00,0.5
1979-05-27 00:00:00,0
1979-05-28 00:00:00,0
1979-05-29 00:00:00,14.982
1979-05-30 00:00:00,0
1979-05-31 00:00:00,0
1979-06-01 00:00:00,0
1979-06-02 00:00:00,0
1979-06-03 00:00:00,0
1979-06-04 00:00:00,0
1979-06-05 00:00:00,0
1979-06-06 00:00:00,0
1979-06-07 00:00:00,0
1979-06-08 00:00:00,0
1979-06-09 00:00:00,0
1979-06-10 00:00:00,0
1979-06-11 00:00:00,0
1979-06-12 00:00:00,3.405
1979-06-13 00:00:00,0
1979-06-14 00:00:00,0
1979-06-15 00:00:00,0
1979-06-16 00:00:00,0
1979-06-17 00:00:00,0
1979-06-18 00:00:00,0
1979-06-19 00:00:00,0
1979-06-20 00:00:00,17.706
1979-06-21 00:00:00,0.681
1979-06-22 00:00:00,0
1979-06-23 00:00:00,27.24
1979-06-24 00:00:00,0
1979-06-25 00:00:00,0
1979-06-26 00:00:00,0
1979-06-27 00:00:00,0
1979-06-28 00:00:00,0
1979-06-29 00:00:00,0
1979-06-30 00:00:00,0
1979-07-01 00:00:00,0
1979-07-02 00:00:00,0
1979-07-03 00:00:00,0
1979-07-04 00:00:00,0
1979-07-05 00:00:00,0
1979-07-06 00:00:00,0
1979-07-07 00:00:00,0
1979-07-08 00:00:00,0
1979-07-09 00:00:00,0
1979-07-10 00:00:00,0
1979-07-11 00:00:00,0
1979-07-12 00:00:00,0.848
1979-07-13 00:00:00,0
1979-07-14 00:00:00,0
1979-07-15 00:00:00,9.328
1979-07-16 00:00:00,6.784
1979-07-17 00:00:00,13.568
1979-07-18 00:00:00,0
1979-07-19 00:00:00,9.328
1979-07-20 00:00:00,0
1979-07-21 00:00:00,0
1979-07-22 00:00:00,0
1979-07-23 00:00:00,0
1979-07-24 00:00:00,0
1979-07-25 00:00:00,0.848
1979-07-26 00:00:00,11.024
1979-07-27 00:00:00,0
1979-07-28 00:00:00,0
1979-07-29 00:00:00,4.24
1979-07-30 00:00:00,0
1979-07-31 00:00:00,0
1979-08-01 00:00:00,0
1979-08-02 00:00:00,0
1979-08-03 00:00:00,0.529
1979-08-04 00:00:00,0
1979-08-05 00:00:00,0.529
1979-08-06 00:00:00,0
1979-08-07 00:00:00,0.529
1979-08-08 00:00:00,2.116
1979-08-09 00:00:00,0.529
1979-08-10 00:00:00,1.587
1979-08-11 00:00:00,0
1979-08-12 00:00:00,0.529
1979-08-13 00:00:00,3.174
1979-08-14 00:00:00,5.29
1979-08-15 00:00:00,3.174
1979-08-16 00:00:00,0.519
1979-08-17 00:00:00,0
1979-08-18 00:00:00,11.418
1979-08-19 00:00:00,0.519
1979-08-20 00:00:00,0.519
1979-08-21 00:00:00,0
1979-08-22 00:00:00,0
1979-08-23 00:00:00,0
1979-08-24 00:00:00,0
1979-08-25 00:00:00,0
1979-08-26 00:00:00,0.519
1979-08-27 00:00:00,0.519
1979-08-28 00:00:00,0
1979-08-29 00:00:00,0
1979-08-30 00:00:00,0
1979-08-31 00:00:00,0
1979-09-01 00:00:00,0
1979-09-02 00:00:00,2.142
1979-09-03 00:00:00,1.071
1979-09-04 00:00:00,0
1979-09-05 00:00:00,0
1979-09-06 00:00:00,0
1979-09-07 00:00:00,0
1979-09-08 00:00:00,4.284
1979-09-09 00:00:00,6.426
1979-09-10 00:00:00,1.071
1979-09-11 00:00:00,0
1979-09-12 00:00:00,1.40563306132838
1979-09-13 00:00:00,3.06683577017521
1979-09-14 00:00:00,3.06683577017521
1979-09-15 00:00:00,3.06683577017521
1979-09-16 00:00:00,3.0668357701752
1979-09-17 00:00:00,3.0668357701752
1979-09-18 00:00:00,3.0668357701752
1979-09-19 00:00:00,3.06683577017521
1979-09-20 00:00:00,3.0668357701752
1979-09-21 00:00:00,3.06683577017521
1979-09-22 00:00:00,3.06683577017521
1979-09-23 00:00:00,3.0668357701752
1979-09-24 00:00:00,3.06683577017521
1979-09-25 00:00:00,3.06683577017521
1979-09-26 00:00:00,3.0668357701752
1979-09-27 00:00:00,3.06683577017521
1979-09-28 00:00:00,3.06683577017521
1979-09-29 00:00:00,3.0668357701752
1979-09-30 00:00:00,3.06683577017521
1979-10-01 00:00:00,3.06683577017521
1979-10-02 00:00:00,3.06683577017521
1979-10-03 00:00:00,3.0668357701752
1979-10-04 00:00:00,3.06683577017522
1979-10-05 00:00:00,3.06683577017522
1979-10-06 00:00:00,3.0668357701752
1979-10-07 00:00:00,3.0668357701752
1979-10-08 00:00:00,3.0668357701752
1979-10-09 00:00:00,3.0668357701752
1979-10-10 00:00:00,3.0668357701752
1979-10-11 00:00:00,1.72296537366292
1979-10-12 00:00:00,0
1979-10-13 00:00:00,2.036
1979-10-14 00:00:00,0
1979-10-15 00:00:00,14.253
1979-10-16 00:00:00,0
1979-10-17 00:00:00,12.725
1979-10-18 00:00:00,0
1979-10-19 00:00:00,0.509
1979-10-20 00:00:00,0
1979-10-21 00:00:00,0
1979-10-22 00:00:00,20.873
1979-10-23 00:00:00,4.581
1979-10-24 00:00:00,0
1979-10-25 00:00:00,0
1979-10-26 00:00:00,0
1979-10-27 00:00:00,0
1979-10-28 00:00:00,0
1979-10-29 00:00:00,11.856
1979-10-30 00:00:00,11.856
1979-10-31 00:00:00,0.456
1979-11-01 00:00:00,0
1979-11-02 00:00:00,3.192
1979-11-03 00:00:00,3.648
1979-11-04 00:00:00,0
1979-11-05 00:00:00,0
1979-11-06 00:00:00,0
1979-11-07 00:00:00,0
1979-11-08 00:00:00,0
1979-11-09 00:00:00,0
1979-11-10 00:00:00,0
1979-11-11 00:00:00,0
1979-11-12 00:00:00,0
1979-11-13 00:00:00,0
1979-11-14 00:00:00,0
1979-11-15 00:00:00,1.623
1979-11-16 00:00:00,0
1979-11-17 00:00:00,0
1979-11-18 00:00:00,0
1979-11-19 00:00:00,3.245
1979-11-20 00:00:00,2.705
1979-11-21 00:00:00,3.787
1979-11-22 00:00:00,0
1979-11-23 00:00:00,5.409
1979-11-24 00:00:00,0
1979-11-25 00:00:00,0
1979-11-26 00:00:00,0
1979-11-27 00:00:00,0
1979-11-28 00:00:00,0
1979-11-29 00:00:00,2.705
1979-11-30 00:00:00,0.541
1979-12-01 00:00:00,7.096
1979-12-02 00:00:00,0
1979-12-03 00:00:00,103.378
1979-12-04 00:00:00,5.577
1979-12-05 00:00:00,0
1979-12-06 00:00:00,0
1979-12-07 00:00:00,9.124
1979-12-08 00:00:00,4.563
1979-12-09 00:00:00,0
1979-12-10 00:00:00,1.521
1979-12-11 00:00:00,2.535
1979-12-12 00:00:00,0.507
1979-12-13 00:00:00,15.21
1979-12-14 00:00:00,0.507
1979-12-15 00:00:00,2.028
1979-12-16 00:00:00,0
1979-12-17 00:00:00,0
1979-12-18 00:00:00,3.08
1979-12-19 00:00:00,1.76
1979-12-20 00:00:00,3.08
1979-12-21 00:00:00,0.44
1979-12-22 00:00:00,0
1979-12-23 00:00:00,0
1979-12-24 00:00:00,0.44
1979-12-25 00:00:00,3.08
1979-12-26 00:00:00,16.72
1979-12-27 00:00:00,0
